config_id,side,lookback_col,top_pct,rebalance_days,sharpe,sortino,max_dd,calmar,cagr,turnover,error
lo_133,long_only,mom_126d,0.15,10,0.9997186003855678,0.9255566086734235,-0.3616568860950091,0.5421690794743468,0.1960791810196898,0.04732636328736444,
lo_134,long_only,mom_126d,0.15,21,1.0051849333477787,0.9303111655482125,-0.36863596783504493,0.546941388940416,0.20162226826109397,0.03226687433375293,
lo_135,long_only,mom_126d,0.15,42,1.0301484986923204,0.9605105466364728,-0.35860530369224075,0.587587549272468,0.21071201155263286,0.02217116051119216,
lo_136,long_only,mom_126d,0.15,63,1.0484045435265306,0.9759473132226127,-0.3528952590452463,0.6220745579334753,0.21952716226739089,0.017822675926596223,
lo_137,long_only,mom_126d,0.15,126,1.0719112396900858,1.0077260281857325,-0.3528952590452463,0.6485359786014109,0.22886527216870722,0.012239710958201495,
lo_138,long_only,mom_126d,0.2,5,0.932760342534888,0.86076127747829,-0.3662534072535626,0.46973812980111396,0.17204319055657424,0.06064520353701073,
lo_139,long_only,mom_126d,0.2,10,0.9730277060853362,0.9014817937186927,-0.3666470521859535,0.4980098692592228,0.18259385052340615,0.04331057628729876,
lo_140,long_only,mom_126d,0.2,21,0.9662781125737331,0.8962343656894807,-0.3807651568145074,0.4866986958699568,0.18531790525434033,0.02991226177855283,
lo_141,long_only,mom_126d,0.2,42,0.9915541465323744,0.9260371483871342,-0.37488669009323083,0.5165296662164464,0.1936400969028449,0.02075456682110529,
lo_142,long_only,mom_126d,0.2,63,0.996161165025425,0.9283363099203688,-0.37292429074643274,0.5335778012947812,0.1989841231058973,0.016849270242107327,
lo_143,long_only,mom_126d,0.2,126,1.032958827908629,0.9723750164876972,-0.37292429074643285,0.5675878937712051,0.21166731272088835,0.011690239833699658,
lo_144,long_only,mom_126d,0.3,5,0.9138164911576044,0.84741977367045,-0.38009988701435926,0.42203917313013006,0.16041704202239604,0.051739073297405076,
lo_145,long_only,mom_126d,0.3,10,0.9332415374113703,0.8677985778790348,-0.3735798902167212,0.4442248522787208,0.16595347154582374,0.03726391625739434,
lo_146,long_only,mom_126d,0.3,21,0.9281227440237813,0.8644271441191722,-0.3765251730404995,0.44465531417166854,0.16742391911186516,0.02562417307489639,
lo_147,long_only,mom_126d,0.3,42,0.9599893433662334,0.8981880421677049,-0.38619873726249465,0.4566117515123378,0.17634288185328084,0.01792563226710183,
lo_148,long_only,mom_126d,0.3,63,0.9540100320641322,0.8912318409194998,-0.39312243954988924,0.45801997861674193,0.1800579313564017,0.014761605479024498,
lo_149,long_only,mom_126d,0.3,126,0.987809246421847,0.9273816717567714,-0.3931224395498891,0.48726177651659713,0.19155353828361754,0.010541088050738941,
lo_150,long_only,mom_252d,0.05,5,1.1772361878372268,1.0784396191267844,-0.3678772044349877,0.8388476574163657,0.3085929311571709,0.05595173091494162,
lo_151,long_only,mom_252d,0.05,10,1.162177049472716,1.0790956130112408,-0.36552067505767905,0.8373840677484721,0.30608118972596676,0.03912357183260193,
lo_152,long_only,mom_252d,0.05,21,1.2079085215248468,1.1256532875460168,-0.37944706399292316,0.8582389413011957,0.32565624648113345,0.02592216355427058,
lo_153,long_only,mom_252d,0.05,42,1.1713742458840135,1.0901617001863684,-0.37595333492358507,0.8362746343035867,0.31440023767843495,0.018105392439840596,
lo_154,long_only,mom_252d,0.05,63,1.150807954844408,1.0768117425361576,-0.3878004900669978,0.8115024842675476,0.3147010610895411,0.014851060001561674,
lo_155,long_only,mom_252d,0.05,126,1.093013395403957,1.025800195733408,-0.3878004900669979,0.7620755421252027,0.2955332687042267,0.009966299277336067,
lo_156,long_only,mom_252d,0.1,5,1.0907376280040708,1.0019328601870696,-0.35902660351489424,0.6828379983951354,0.24515700731471424,0.0515021415832917,
lo_157,long_only,mom_252d,0.1,10,1.1153737733131281,1.0261032339265674,-0.3535645569788054,0.7176806137242739,0.2537464282437001,0.03589804570667876,
lo_158,long_only,mom_252d,0.1,21,1.0796866925813895,0.9934944203691692,-0.3760361781916556,0.6523743673532283,0.24531636384970712,0.024670455070384352,
lo_159,long_only,mom_252d,0.1,42,1.0683021673315476,0.9854263836553362,-0.38535466778153404,0.6321095527532338,0.24358636670275646,0.01748059748996756,
lo_160,long_only,mom_252d,0.1,63,1.0499683511424782,0.9689314706841691,-0.38418457380969995,0.6356628553575764,0.24421186317220744,0.013991897393279537,
lo_161,long_only,mom_252d,0.1,126,1.0438733259588593,0.9784655032342151,-0.3841845738096996,0.637753976643265,0.2450152397121339,0.009564262313024334,
lo_162,long_only,mom_252d,0.15,5,1.045876303759512,0.9613191616557571,-0.3586635867324288,0.6029758454579294,0.21626547944495966,0.04728081315653029,
lo_163,long_only,mom_252d,0.15,10,1.0614419293136805,0.981967042931681,-0.35970079666480304,0.6182233394392772,0.22237542771308294,0.03336333796991789,
lo_164,long_only,mom_252d,0.15,21,1.0249947761007057,0.9431208002570267,-0.3719331238408833,0.5773044866837763,0.21471866113965454,0.022781314696081405,
lo_165,long_only,mom_252d,0.15,42,1.0351470050950125,0.9593978866262594,-0.3715844845430507,0.5879726298794937,0.21848150659919363,0.016151664192647148,
lo_166,long_only,mom_252d,0.15,63,0.991351670920016,0.9206606997066401,-0.36807174436032053,0.5727547722190062,0.21081484810134765,0.01304046896796927,
lo_167,long_only,mom_252d,0.15,126,1.0043920425132413,0.9465810099492186,-0.3680717443603204,0.5912973798754045,0.21763985804642716,0.009101797969217394,
lo_168,long_only,mom_252d,0.2,5,1.0065025972667285,0.9261580724006417,-0.36530318806289797,0.5393021771061525,0.19700880462613912,0.043419183469062275,
lo_169,long_only,mom_252d,0.2,10,1.000879207318354,0.9255011406040787,-0.36216868469257346,0.5446297376509374,0.19724783572950133,0.030873314449703204,
lo_170,long_only,mom_252d,0.2,21,1.0049741710588203,0.9314478759286412,-0.3666599978475714,0.5449111739850733,0.1997971298804846,0.021174848214626688,
lo_171,long_only,mom_252d,0.2,42,0.9971736729096302,0.9251553871472175,-0.3738727672724036,0.5342843167884049,0.19975435602792646,0.014828494152834439,
lo_172,long_only,mom_252d,0.2,63,0.9636455224022605,0.8979997069739183,-0.3671829257420912,0.5314731315103274,0.19514785938127321,0.012109305900564653,
lo_173,long_only,mom_252d,0.2,126,0.9559750747298706,0.90168136133082,-0.36718292574209177,0.5369799339820862,0.19716986322433772,0.00849405603079859,
lo_174,long_only,mom_252d,0.3,5,0.9434816687875277,0.8713139197825917,-0.35573610452967486,0.4824667003937221,0.17163082456334844,0.03727885247993153,
lo_175,long_only,mom_252d,0.3,10,0.9606993202188302,0.8887197254615652,-0.351935980852376,0.501695322476826,0.17656463540493084,0.02633412420760485,
lo_176,long_only,mom_252d,0.3,21,0.948881440736335,0.8820597083606998,-0.36824695614886516,0.47691112335678326,0.17562106952967138,0.018208321229473592,
